Marca,Modelo,Detalle Modelo,Tracción,Transmisión,Combustible,Cilindrada,Carrocería,Código Informe Técnico,Fecha de Homologación,Categoría del Vehículo,Empresa que realizó la Homologación,Norma,CO2 g/km,Rendimiento km/l Ciudad,Rendimiento km/l Carretera,Rendimiento km/l Mixto
Skoda,Rapid,"Rapid 1,6 Lts. TDI DOHC Sedan 5P. T/M Motor CAYC Diesel",4x2,M,Diesel,1.6,Sedan,SK5484E50114S00-9,1/29/14,LPD,Porsche Chile SPA,EURO V,"121,00","17,20","25,60","21,70"
Skoda,Rapid,"Rapid 1,6 Lts. TDI DOHC Sedan 4P. T/M Motor CAYB Diesel",CT,M,Diesel,1.6,Sedan,SK5842E50714S01-2,,LPD,Porsche Chile SPA,EURO V,"121,00","17,20","25,60","21,70"
Skoda,Rapid,"Rapid 1,6 Lts. TDI DOHC Sedan 4P. T/A Motor CAYB Diesel",CT,A,Diesel,1.6,Sedan,SK5841E50714S01-7,,LPD,Porsche Chile SPA,EURO V,"122,00","17,20","24,40","21,30"
Skoda,Rapid Spaceback,"Rapid Spaceback 1,4 Lts. TSI DOHC Hatch Back 5P. T/A Motor CAXA Otto",4x2,A,Gasolina,1.4,Hatch Back,SK5485E50114S01-8,,LPO,Porsche Chile SPA,EURO V,"139,00","13,20","20,00","16,70"
Skoda,Rapid Spaceback,"Rapid Spaceback 1,6 Lts. TDI DOHC Hatch Back 5P. T/M Motor CAYB Diesel",CT,M,Diesel,1.6,Hatch Back,SK5842E50714S00-9,8/26/14,LPD,Porsche Chile SPA,EURO V,"121,00","17,20","25,60","21,70"
Skoda,Rapid Spaceback,"Rapid Spaceback 1,6 Lts. TDI DOHC Hatch Back 5P. T/A Motor CAYB Diesel",CT,A,Diesel,1.6,Hatch Back,SK5841E50714S00-3,8/14/14,LPD,Porsche Chile SPA,EURO V,"122,00","17,20","24,40","21,30"
Skoda,Superb,"Superb 3,6 Lts. V6 FSI 4Motion DOHC Sedan 4P. T/A Motor CDVA Otto",4x4,A,Gasolina,3.6,Sedan,SK5309E50813S00-9,8/29/13,LPO,Porsche Chile SPA,EURO V,"222,00","7,60","13,90","10,50"
Skoda,SuperB,"SuperB 2,0 Lts. TDI DOHC Sedan 4P. T/A Motor CFFB Diesel",4x2,A,Diesel,2,Sedan,SK4812E50812S00-K,10/19/12,LPD,Porsche Chile SPA,EURO V,"161,00","12,30","20,30","16,40"
Skoda,Yeti,"Yeti 1,2 Lts. TSI SOHC Station Wagon 5P. T/M Motor CBZB Otto",CT,M,Gasolina,1.2,Station Wagon,SK5951E50914S00-K,10/30/14,LPO,Porsche Chile SPA,EURO V,"156,00","12,30","17,70","15,20"
Skoda,Yeti,"Yeti 1,2 Lts. TSI SOHC Station Wagon 5P. T/A Motor CBZB Otto",CT,A,Gasolina,1.2,Station Wagon,SK5950E50914S00-4,10/30/14,LPO,Porsche Chile SPA,EURO V,"147,00","13,30","18,30","16,10"
Skoda,Yeti,"Yeti 2,0 Lts. TDI DOHC Station Wagon 5P. T/A 4x4 Motor CFHC Diesel",4x4,A,Diesel,2,Station Wagon,SK4395E50811S00-3,10/5/11,LPD,Porsche Chile SPA,EURO V,"169,00","13,20","17,20","15,40"
Skoda,Yeti,"Yeti 2,0 Lts. TDI DOHC Station Wagon 5P. T/M Motor CFHA Diesel",4x4,M,Diesel,2,Station Wagon,SK4394E50811S00-8,9/30/11,LPD,Porsche Chile SPA,EURO V,"153,00","13,90","20,10","17,30"
Skoda,Fabia,"Fabia 1,2 Lts. Hatch Back 5P. T/M Otto",CT,M,Gasolina,1.2,Hatch Back,SK6267E60715S00-4,8/7/15,LPO,Porsche Chile SPA,EURO VI,"132,00","13,50","22,40","18,00"
Skoda,Fabia,"Fabia 1,2 Lts. Hatch Back 5P. T/A Otto",CT,A,Gasolina,1.2,Hatch Back,SK6266E60715S00-9,8/7/15,LPO,Porsche Chile SPA,EURO VI,"130,00","14,00","22,10","18,20"
Skoda,Fabia,"Fabia 1,4 Lts. Hatch Back 5P. T/M Diesel",4x2,M,Diesel,1.4,Hatch Back,SK6268E60715S00-K,8/5/15,LPD,Porsche Chile SPA,EURO VI,"116,00","17,70","27,20","22,70"
Ssangyong,Korando,"Korando 2,0 Lts. DOHC Station Wagon 5P. T/A Motor Otto",4x2,A,Gasolina,2,Station Wagon,SS5416E51113S00-7,10/21/14,LPO,Ssangyong Motor Chile S.A.,EURO V,"226,00","7,90","13,20","10,50"
Ssangyong,Korando,"Korando 2,0 Lts. DOHC Station Wagon 5P. T/M 4x4 Motor Otto",4x4,M,Gasolina,2,Station Wagon,SS5414E51113S00-6,12/23/13,LPO,Ssangyong Motor Chile S.A.,EURO V,"200,00","9,10","14,00","11,70"
Ssangyong,Korando,"Korando 2,0 Lts. DOHC Station Wagon 5P. T/M 4x2 Motor Otto",4x2,M,Gasolina,2,Station Wagon,SS5414E51113S01-K,,LPO,Ssangyong Motor Chile S.A.,EURO V,"182,00","9,90","15,50","12,80"
Ssangyong,Korando,"Korando 2,0 Lts. DOHC 16v Station Wagon (Tipo Jeep) 5P. 4x4 T/A Motor Diesel",4x4,A,Diesel,2,Station Wagon,SS3920E51110S00-9,2/3/11,LPD,Ssangyong Motor Chile S.A.,EURO V,"200,00","10,30","15,70","13,20"
Ssangyong,Korando,"Korando 2,0 Lts. DOHC 16v Station Wagon (Tipo Jeep) 5P. 4x2 T/A Motor Diesel",4x2,A,Diesel,2,Station Wagon,SS3920E51110S01-2,,LPD,Ssangyong Motor Chile S.A.,EURO V,"200,00","10,30","15,70","13,20"
Ssangyong,Korando,"Korando 2,0 Lts. DOHC Station Wagon (Tipo Jeep) 5P. 4x4 T/M Motor Diesel",4x4,M,Diesel,2,Station Wagon,SS3745E51010S00-9,12/6/10,LPD,Ssangyong Motor Chile S.A.,EURO V,"174,00","12,40","17,50","15,20"
Ssangyong,Korando,"Korando 2,0 Lts. DOHC Station Wagon (Tipo Jeep) 5P. 4x2 T/M Motor Diesel",4x2,M,Diesel,2,Station Wagon,SS3745E51010S01-2,,LPD,Ssangyong Motor Chile S.A.,EURO V,"174,00","12,40","17,50","15,20"
Ssangyong,Tivoli,"Tivoli 1,6 Lts. Station Wagon 5P. T/A Otto",4x2,A,Gasolina,1.6,Station Wagon,SS6164E50415S00-1,6/3/15,LPO,Ssangyong Motor Chile S.A.,EURO V,"180,00","9,80","16,50","13,10"
Ssangyong,Tivoli,"Tivoli 1,6 Lts. Station Wagon 5P. T/M Otto",4x2,M,Gasolina,1.6,Station Wagon,SS6165E50415S00-7,6/3/15,LPO,Ssangyong Motor Chile S.A.,EURO V,"175,00","10,30","16,40","13,40"
Subaru,Forester,"Forester 2,0 Lts. XT Turbo DOHC Station Wagon 5P. 4x4 T/A (CVT) Motor Otto",AWD,A,Gasolina,2,Station Wagon,SB5699E50414S00-3,6/23/14,LPO,Subaru Chile S.A.,EURO V,"197,00","8,90","14,30","11,80"
Subaru,Forester,"Forester 2,5 Lts. i-L DOHC Station Wagon 5P.  T/A Tipo CVT AWD Motor Otto",AWD,A,Gasolina,2.5,Station Wagon,SB5684E50414S00-1,6/9/14,LPO,Subaru Chile S.A.,EURO V,"190,00","9,20","14,90","12,20"
Subaru,Forester,"Forester 2,5 Lts. i-S DOHC Station Wagon 5P.  T/A Tipo CVT AWD Motor Otto",AWD,A,Gasolina,2.5,Station Wagon,SB5684E50414S01-5,,LPO,Subaru Chile S.A.,EURO V,"190,00","9,20","14,90","12,20"
Subaru,Forester,"Forester 2,5 Lts. i DOHC Station Wagon 5P.  T/A Tipo CVT AWD Motor Otto",AWD,A,Gasolina,2.5,Station Wagon,SB5684E50414S02-9,,LPO,Subaru Chile S.A.,EURO V,"190,00","9,20","14,90","12,20"
Subaru,Forester,"Forester 2,0 Lts. i-L DOHC Station Wagon 5P.  T/A Tipo CVT AWD Motor Otto",AWD,A,Gasolina,2,Station Wagon,SB5693E50414S00-0,5/14/14,LPO,Subaru Chile S.A.,EURO V,"182,00","9,40","15,90","12,70"
Subaru,Forester,"Forester 2,0 Lts. i-S DOHC Station Wagon 5P.  T/A Tipo CVT AWD Motor Otto",AWD,A,Gasolina,2,Station Wagon,SB5693E50414S01-4,,LPO,Subaru Chile S.A.,EURO V,"182,00","9,40","15,90","12,70"
Subaru,Forester,"Forester 2,0 Lts. i DOHC Station Wagon 5P.  T/A Tipo CVT AWD Motor Otto",AWD,A,Gasolina,2,Station Wagon,SB5693E50414S02-8,,LPO,Subaru Chile S.A.,EURO V,"182,00","9,40","15,90","12,70"
Subaru,Forester,"Forester 2,0 Lts. i-L DOHC Station Wagon 5P.  T/M AWD Motor Otto",AWD,M,Gasolina,2,Station Wagon,SB5700E50414S00-7,5/20/14,LPO,Subaru Chile S.A.,EURO V,"186,00","9,60","14,90","12,50"
Subaru,Forester,"Forester 2,0 Lts. i-S DOHC Station Wagon 5P.  T/M AWD Motor Otto",AWD,M,Gasolina,2,Station Wagon,SB5700E50414S01-0,,LPO,Subaru Chile S.A.,EURO V,"186,00","9,60","14,90","12,50"
Subaru,Forester,"Forester 2,0 Lts. i DOHC Station Wagon 5P.  T/M AWD Motor Otto",AWD,M,Gasolina,2,Station Wagon,SB5700E50414S02-4,,LPO,Subaru Chile S.A.,EURO V,"186,00","9,60","14,90","12,50"
Subaru,Forester,"Forester 2,0 Lts. D-S Station Wagon 5P. AWD T/A Diesel",4x4,A,Diesel,2,Station Wagon,SB6105E50115S02-6,,LPO,Subaru Chile S.A.,EURO VI,"166,00","13,20","17,50","15,60"
Subaru,Forester,"Forester 2,0 Lts. D-L Station Wagon 5P. AWD T/A Diesel",4x4,A,Diesel,2,Station Wagon,SB6105E50115S01-2,,LPO,Subaru Chile S.A.,EURO VI,"163,00","13,30","18,20","15,90"
Subaru,Forester,"Forester 2,0 Lts. DOHC Station Wagon 5P. AWD T/M Motor Diesel",AWD,M,Diesel,2,Station Wagon,SB5692E50414S00-5,6/9/14,LPD,Subaru Chile S.A.,EURO V,"156,00","13,70","19,20","16,90"
Subaru,Forester,"Forester 2,0 Lts. L Station Wagon 5P. T/M Diesel",4x4,M,Diesel,2,Station Wagon,SB6106E60815S01-9,,LPD,Subaru Chile S.A.,EURO VI,"152,00","13,70","20,00","16,90"
Subaru,Forester,"Forester 2,0 Lts. D Satation Wagon 5P. AWD T/A Diesel",4x4,A,Diesel,2,Station Wagon,SB6105E60815S00-K,4/14/15,LPO,Subaru Chile S.A.,EURO VI,"158,00","13,70","18,50","16,40"
Subaru,Forester,"Forester 2,0 Lts. D Station Wagon 5P. T/M Diesel",4x4,M,Diesel,2,Station Wagon,SB6106E60815S00-5,4/8/15,LPD,Subaru Chile S.A.,EURO VI,"148,00","14,10","20,40","17,50"
Subaru,Impresa,"Impresa 1,6 Lts. DOHC Station Wagon 5P. T/A Tipo CVT 4x4 Motor Otto",4x4,A,Gasolina,1.6,Station Wagon,SB5421E51113S01-4,,LPO,Subaru Chile S.A.,EURO V,"147,00","13,00","18,20","15,90"
Subaru,Impreza,"Impreza WRX 2,0 Lts. DOHC Sedan 4P. T/M 4x4 Motor Otto",AWD,M,Gasolina,2,Sedan,SB5626E50314S00-6,4/23/14,LPO,Subaru Chile S.A.,EURO V,"213,00","7,80","14,10","10,90"
Subaru,Impreza,"Impreza WRX 2,0 Lts. DOHC Sedan 4P. T/A Tipo CVT 4x4 Motor Otto",AWD,A,Gasolina,2,Sedan,SB5641E50314S00-8,4/23/14,LPO,Subaru Chile S.A.,EURO V,"199,00","8,40","14,90","11,80"
Subaru,Impreza,"Impreza 2,0 Lts. R DOHC Station Wagon 5P. T/M 4x4 Motor Otto",4x4,M,Gasolina,2,Station Wagon,SB5426E51113S02-5,,LPO,Subaru Chile S.A.,EURO V,"163,00","10,90","17,50","14,30"
Subaru,Impreza,"Impreza 2,0 Lts. R DOHC Sedan 4P. T/M 4x4 Motor Otto",4x4,M,Gasolina,2,Sedan,SB5426E51113S01-1,,LPO,Subaru Chile S.A.,EURO V,"163,00","10,90","17,50","14,30"
Subaru,Impreza,"Impreza 2,0 Lts. R DOHC Sedan 4P. T/A CVT 4x4 Motor Otto",4x4,A,Gasolina,2,Sedan,SB5427E51113S01-7,,LPO,Subaru Chile S.A.,EURO V,"152,00","11,60","18,90","15,40"
Subaru,Impreza,"Impreza 2,0 Lts. R DOHC Station Wagon 5P. T/A CVT 4x4 Motor Otto",4x4,A,Gasolina,2,Station Wagon,SB5427E51113S02-0,,LPO,Subaru Chile S.A.,EURO V,"152,00","11,60","18,90","15,40"
Subaru,Impreza,"Impreza 1,6 Lts. DOHC Sedan 4P. T/M 4x4 Motor Otto",4x4,M,Gasolina,1.6,Sedan,SB5422E51113S01-K,,LPO,Subaru Chile S.A.,EURO V,"185,00","12,50","17,20","15,40"
Subaru,Legacy,"Legacy 3.6R-S 3,6 Lts. DOHC Sedan 4P. T/A tipo CVT 4x4 Motor Otto",4x4,A,Gasolina,3.6,Sedan,SB6046E51214S01-9,,LPO,Subaru Chile S.A.,EURO V,"217,00","7,50","14,30","10,70"
Subaru,Legacy,"Legacy 2,5 Lts. DOHC Sedan 4P. 4x4 (3,7:1) T/A CVT Motor Otto",4x4,A,Gasolina,2.5,Sedan,SB5354E50913S01-5,,LPO,Subaru Chile S.A.,EURO V,"193,00","9,20","14,50","12,00"
Subaru,Legacy,"Legacy 2,5 Lts. DOHC Sedan 4P. 4x4 (3,9:1) T/A CVT Motor Otto",4x4,A,Gasolina,2.5,Sedan,SB5354E50913S02-9,,LPO,Subaru Chile S.A.,EURO V,"193,00","9,20","14,50","12,00"
Subaru,Legacy,"Legacy 2.5i-S 2,5 Lts. DOHC Sedan 4P. T/A tipo CVT 4x4 Motor Otto",4x4,A,Gasolina,2.5,Sedan,SB6047E51214S02-8,,LPO,Subaru Chile S.A.,EURO V,"170,00","10,60","16,40","13,70"
Subaru,Legacy,"Legacy 2.5i 2,5 Lts. DOHC Sedan 4P. T/A tipo CVT 4x4 Motor Otto",4x4,A,Gasolina,2.5,Sedan,SB6047E51214S03-1,,LPO,Subaru Chile S.A.,EURO V,"170,00","10,60","16,40","13,70"
Subaru,Outback,"Outback 3,6 Lts. DOHC Station Wagon 5P. T/A 4x4 Motor Otto",4x4,A,Gasolina,3.6,Station Wagon,SB5353E50913S00-6,10/29/13,LPO,Subaru Chile S.A.,EURO V,"242,00","6,70","12,80","9,60"
Subaru,Outback,"Outback 3.6R-S 3,6 Lts. DOHC Station Wagon 5P. T/A tipo CVT 4x4 Motor Otto",4x4,A,Gasolina,3.6,Station Wagon,SB6046E51214S00-5,1/21/15,LPO,Subaru Chile S.A.,EURO V,"217,00","7,50","14,30","10,70"
Subaru,Outback,"Outback 2,5 Lts. DOHC Station Wagon 5P. 4x4 T/A CVT Motor Otto",4x4,A,Gasolina,2.5,Station Wagon,SB5354E50913S00-1,10/29/13,LPO,Subaru Chile S.A.,EURO V,"193,00","9,20","14,50","12,00"
Subaru,Outback,"Outback 2.5i-S 2,5 Lts. DOHC Station Wagon 5P. T/A tipo CVT 4x4 Motor Otto",4x4,A,Gasolina,2.5,Station Wagon,SB6047E51214S00-0,1/16/15,LPO,Subaru Chile S.A.,EURO V,"170,00","10,60","16,40","13,70"
Subaru,Outback,"Outback 2.5i 2,5 Lts. DOHC Station Wagon 5P. T/A tipo CVT 4x4 Motor Otto",4x4,A,Gasolina,2.5,Station Wagon,SB6047E51214S01-4,,LPO,Subaru Chile S.A.,EURO V,"170,00","10,60","16,40","13,70"
Subaru,Outback,"Outback 2,0 Lts. DOHC Station Wagon 5P. 4x4 CVT Motor Diesel",4x4,A,Diesel,2,Station Wagon,SB5119E50313S00-9,4/18/13,LPD,Subaru Chile S.A.,EURO V,"166,00","12,80","17,20","15,40"
Subaru,Outback,"Outback 2,0 Lts. DOHC Station Wagon 5P. 4x4 T/M Motor Diesel",4x4,M,Diesel,2,Station Wagon,SB5358E50913S00-3,10/22/13,LPD,Subaru Chile S.A.,EURO V,"157,00","13,70","18,90","16,70"
Subaru,WRXSTI,"WRX STI 2,5 Lts. Turbo DOHC Sedan 4P. T/M 4x4 Motor Otto",AWD,M,Gasolina,2.5,Sedan,SB5731E50514S00-5,8/6/14,LPO,Subaru Chile S.A.,EURO V,"242,00","7,10","11,90","9,60"
Subaru,XV,"XV 2,0 Lts. R DOHC Station Wagon 5P. T/M 4x4 Motor Otto",4x4,M,Gasolina,2,Station Wagon,SB5426E51113S00-8,1/30/14,LPO,Subaru Chile S.A.,EURO V,"162,00","11,20","16,90","14,30"
Subaru,XV,"XV 2,0 Lts. R DOHC Station Wagon 5P. T/A CVT 4x4 Motor Otto",4x4,A,Gasolina,2,Station Wagon,SB5427E51113S00-3,1/31/14,LPO,Subaru Chile S.A.,EURO V,"156,00","11,50","17,90","14,90"
Subaru,XV,"XV 1,6 Lts. DOHC Station Wagon 5P. T/M 4x4 Motor Otto",4x4,M,Gasolina,1.6,Station Wagon,SB5422E51113S00-6,1/30/14,LPO,Subaru Chile S.A.,EURO V,"185,00","12,50","17,20","15,40"
Subaru,XV,"XV 1,6 Lts. DOHC Station Wagon 5P. T/A Tipo CVT 4x4 Motor Otto",4x4,A,Gasolina,1.6,Station Wagon,SB5421E51113S00-0,12/24/13,LPO,Subaru Chile S.A.,EURO V,"147,00","13,00","18,20","15,90"
Subaru,XV,"XV 2.0D 2,0 Lts. Station Wagon 5P. T/M Diesel",4x4,M,Diesel,2,Station Wagon,SB6195E60815S00-0,7/10/15,LPD,Subaru Chile S.A.,EURO VI,"141,00","14,90","21,70","18,50"
Suzuki,Alto,"Alto K10 1,0 Lts. DOHC Hatch Back 5P. T/M motor Otto",4x2,M,Gasolina,1,Hatch Back,SZ3561E51013S00-3,8/10/10,LPO,Derco S.A.,EURO V,"126,00","15,20","21,90","18,80"
Suzuki,Alto,"Alto K10 1,0 Lts. DOHC Hatch Back 5P. T/M motor Otto",4x2,M,Gasolina,1,Hatch Back,SZ5935T250914S00-8,10/29/14,LPO,Derco S.A.,TIER 2 B5,"109,00","17,80","24,80","21,70"
Suzuki,APV,"APV 1,6 Lts SOHC Minivan (8 asientos) 5P. T/M Motor Otto",4x2,M,Gasolina,1.6,Minibus,SZ5565E50214S00-1,3/7/14,LPO,Derco S.A.,EURO V,"205,00","9,10","13,80","11,60"
Suzuki,APV,"APV 1,6 Lts. SOHC Van 5P. T/M Motor Otto",4x2,M,Gasolina,1.6,Minivan,SZ3664E51013S00-3,10/19/10,LPO,Derco S.A.,EURO V,"200,00","9,40","14,00","11,90"
Suzuki,Celerio,"Celerio 1,0 Lts. DOHC Hatch Back 5P. T/A Motor Otto",4x2,A,Gasolina,1,Hatch Back,SZ3598E50713S00-0,8/23/10,LPO,Derco S.A.,EURO V,"148,00","12,90","18,80","16,10"
Suzuki,Celerio,"Celerio 1,0 Lts. DOHC Hatch Back 5P. T/M Motor Otto",4x2,M,Gasolina,1,Hatch Back,SZ3597E50713S00-5,8/24/10,LPO,Derco S.A.,EURO V,"129,00","14,50","22,00","18,50"
Suzuki,Celerio,"Celerio 1,0 Lts. DOHC Hatch Back 5P. T/A Motor Otto",4x2,A,Gasolina,1,Hatch Back,SZ6034E51214S00-5,1/2/15,LPO,Derco S.A.,EURO V,"125,00","16,30","20,60","18,70"
Suzuki,Celerio,"Celerio 1,0 Lts. DOHC Hatch Back 5P. T/M Motor Otto",4x2,M,Gasolina,1,Hatch Back,SZ6033E51214S00-K,12/31/14,LPO,Derco S.A.,EURO V,"119,00","17,00","22,10","19,90"
Suzuki,Ciaz,"Ciaz 1,4 Lts. Sedan 4P. T/M Otto",4x2,M,Gasolina,1.4,Sedan,SZ6187E50415S00-9,6/11/15,LPO,Derco S.A.,EURO V,"132,00","14,00","21,60","18,00"
Suzuki,Ciaz,"Ciaz 1,4 Lts. Sedan 4P. T/A Otto",4x2,A,Gasolina,1.4,Sedan,SZ6188E50415S00-4,6/22/15,LPO,Derco S.A.,EURO V,"131,00","14,20","21,50","18,10"
Suzuki,Grand Nomade,"Grand Nomade 2,4 Lts. DOHC Station Wagon 5P. T/A 4WD Motor Otto",4x4,A,Gasolina,2.4,Station Wagon,SZ5652E50314S00-3,4/30/14,LPO,Derco S.A.,EURO V,"238,00","7,90","11,90","10,00"
Suzuki,Grand Nomade,"Grand Nomade 2,4 Lts. DOHC Station Wagon 5P. T/A 2WD Motor Otto",4x2,A,Gasolina,2.4,Station Wagon,SZ5652E50314S01-7,,LPO,Derco S.A.,EURO V,"238,00","7,90","11,90","10,00"
Suzuki,Grand Nomade,"Grand Nomade 2,4 Lts. DOHC Station Wagon 5P. 4x4 T/M Motor Otto",4x4 d,M,Gasolina,2.4,Station Wagon,SZ3569E51113S00-6,8/18/10,CC2O,Derco S.A.,EURO V,"219,00","8,20","13,50","10,90"
Suzuki,Grand Nomade,"Grand Nomade 2,4 Lts. DOHC Station Wagon 5P. 4x2 T/M Motor Otto",4x2,M,Gasolina,2.4,Station Wagon,SZ3569E51113S02-3,,CC2O,Derco S.A.,EURO V,"219,00","8,20","13,50","10,90"
Suzuki,Grand Nomade,"Grand Nomade 2,4 Lts. DOHC Station Wagon 5P. T/M 4WD Motor Otto",4x4,M,Gasolina,2.4,Station Wagon,SZ5651E50314S00-8,4/30/14,LPO,Derco S.A.,EURO V,"217,00","8,40","13,40","11,00"
Suzuki,Grand Nomade,"Grand Nomade 2,4 Lts. DOHC Station Wagon 5P. T/M 2WD Motor Otto",4x2,M,Gasolina,2.4,Station Wagon,SZ5651E50314S01-1,,LPO,Derco S.A.,EURO V,"217,00","8,40","13,40","11,00"
Suzuki,Grand Vitara,"Grand Vitara 2,4 Lts. DOHC Station Wagon 3P. T/A 4WD Motor Otto",4x4,A,Gasolina,2.4,Station Wagon,SZ5652E50314S02-0,,LPO,Derco S.A.,EURO V,"238,00","7,90","11,90","10,00"
Suzuki,Grand Vitara,"Grand Vitara 2,4 Lts. DOHC Station Wagon 3P. 4x4 T/M Motor Otto",4x4 d,M,Gasolina,2.4,Station Wagon,SZ3569E51113S01-K,,CC2O,Derco S.A.,EURO V,"219,00","8,20","13,50","10,90"
Suzuki,Grand Vitara,"Grand Vitara 2,4 Lts. DOHC Station Wagon 3P. T/M 4WD Motor Otto",4x4,M,Gasolina,2.4,Station Wagon,SZ5651E50314S02-5,,LPO,Derco S.A.,EURO V,"217,00","8,40","13,40","11,00"
Suzuki,Grand Vitara,"Grand Vitara 1,6 Lts. DOHC Station Wagon 3P. T/M 4x4 Motor Otto",4x4,M,Gasolina,1.6,Station Wagon,SZ5658E50414S00-5,5/2/14,LPO,Derco S.A.,EURO V,"218,00","8,90","12,60","10,90"
Suzuki,Grand Vitara,"JB416 Grand Vitara 1,6 Lts. DOHC Station Wagon 4WD 3P. T/M Motor Otto",4x4,M,Gasolina,1.6,Jeep,SZ1966E51113S00-9,9/1/10,CC2O,Derco S.A.,EURO V,"229,00","9,00","11,50","10,40"
Suzuki,Jimny,"Jimny 1,3 Lts. DOHC Station Wagon Tipo Jeep 3P. 4WD T/M Motor Otto",4x4 d,M,Gasolina,1.3,Jeep,SZ3525E50913S00-0,7/19/10,LPO,Derco S.A.,EURO V,"173,00","11,30","15,80","13,80"
Suzuki,Jimny,"Jimny 1,3 Lts. DOHC Tipo Jeep 3P. T/M 4x4 Motor Otto",4x4,M,Gasolina,1.3,Jeep,SZ5668E50414S00-K,6/5/14,CC1O,Derco S.A.,EURO V,"168,00","11,70","16,10","14,10"
Suzuki,Kizashi,"Kizashi 2,4 Lts. DOHC Sedan 4P. T/A CVT 4x2 Motor Otto",4x2,A,Gasolina,2.4,Sedan,SZ5660E50414S00-6,5/8/14,LPO,Derco S.A.,EURO V,"201,00","8,60","15,10","11,90"
Suzuki,Kizashi,"Kizashi 2,4 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,2.4,Sedan,SZ3326E50813S00-K,2/18/10,LPO,Derco S.A.,EURO V,"195,00","8,70","15,90","12,20"
Suzuki,Kizashi,"Kizashi 2,4 Lts. DOHC Sedan 4P. T/M Motor Otto",4x2,M,Gasolina,2.4,Sedan,SZ3327E50813S00-5,2/19/10,LPO,Derco S.A.,EURO V,"195,00","8,80","15,80","12,20"
Suzuki,Kizashi,"Kizashi 2,4 Lts. DOHC Sedan 4P. T/M Motor Otto",4x2,M,Gasolina,2.4,Sedan,SZ5659E50414S00-0,6/6/14,LPO,Derco S.A.,EURO V,"184,00","9,40","16,50","12,90"
Suzuki,New Alto 800,"New Alto 800 0,8 Lts. SOHC Hatch Back 5P. T/M Motor Otto",4x2,M,Gasolina,0.8,Hatch Back,SZ4885T251012S00-K,12/5/12,LPO,Derco S.A.,TIER 2 B5,"124,00","15,30","21,90","18,90"
Suzuki,Swift,"Swift 1,2 Lts. Hatch Back 5P. T/A Otto",4x2,A,Gasolina,1.2,Hatch Back,SZ6129E50215S01-8,,LPO,Derco S.A.,EURO V,"142,00","13,80","19,10","16,80"
Suzuki,Swift,"Swift 1,2 Lts. DOHC Hatch Back 5P. T/A Motor Otto",4x2,A,Gasolina,1.2,Hatch Back,SZ5649E50314S00-7,4/24/14,LPO,Derco S.A.,EURO V,"142,00","13,80","19,20","16,80"
Suzuki,Swift,"Swift 1,4 Lts. DOHC Hatch Back 5P. T/M Motor Otto",4x2,M,Gasolina,1.4,Hatch Back,SZ3946E51013S00-6,3/15/11,LPO,Derco S.A.,EURO V,"135,00","14,10","20,70","17,70"
Suzuki,Swift,"Swift 1,2 Lts. DOHC Hatch Back 5P. T/M Motor Otto",4x2,M,Gasolina,1.2,Hatch Back,SZ6130E50215S01-3,,LPO,Derco S.A.,EURO V,"135,00","14,60","20,00","17,60"
Suzuki,Swift,"Swift 1,2 Lts. DOHC Hatch Back 5P. T/M Motor Otto",4x2,M,Gasolina,1.2,Hatch Back,SZ5650E50314S00-2,4/24/14,LPO,Derco S.A.,EURO V,"125,00","15,50","21,90","19,10"
Suzuki,Swift Dzire,"Swift Dzire 1,2 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,1.2,Sedan,SZ5672E50414S00-1,5/5/14,LPO,Derco S.A.,EURO V,"149,00","12,70","18,70","16,00"
Suzuki,Swift Dzire,"Swift Dzire 1,2 Lts. DOHC Hatch Back 5. T/A Motor Otto",4x2,A,Gasolina,1.2,Hatch Back,SZ5672E50414S01-5,,LPO,Derco S.A.,EURO V,"149,00","12,70","18,70","16,00"
Suzuki,Swift Dzire,"Swift (Dzire) 1,2 Lts. DOHC Sedan 4P. T/M Motor Otto",4x2,M,Gasolina,1.2,Sedan,SZ4580E50713S00-5,3/29/12,LPO,Derco S.A.,EURO V,"142,00","13,60","19,30","16,70"
Suzuki,Swift Dzire,"Swift Dzire 1,2 Lts. Sedan 4P. T/A Otto",4x2,A,Gasolina,1.2,Sedan,SZ6129E50215S00-4,3/10/15,LPO,Derco S.A.,EURO V,"142,00","13,80","19,10","16,80"
Suzuki,Swift Dzire,"Swift Dzire 1,2 Lts. DOHC Sedan 4P. T/M Motor Otto",4x2,M,Gasolina,1.2,Sedan,SZ5669E50414S00-5,5/13/14,LPO,Derco S.A.,EURO V,"142,00","14,10","18,90","16,80"
Suzuki,Swift Dzire,"Swift Dzire 1,2 Lts. DOHC Hatch Back 5P. T/M Motor Otto",4x2,M,Gasolina,1.2,Hatch Back,SZ5669E50414S01-9,,LPO,Derco S.A.,EURO V,"142,00","14,10","18,90","16,80"
Suzuki,Swift Dzire,"Swift Dzire 1,2 Lts. DOHC Sedan 4P. T/M Motor Otto",4x2,M,Gasolina,1.2,Sedan,SZ6130E50215S00-K,3/6/15,LPO,Derco S.A.,EURO V,"135,00","14,60","20,00","17,60"
